Año;Código de subpartida;Subpartida de gasto;Procedimientos iniciados;Procedimientos adjudicados;Monto adjudicado en colones;Porcentaje
2023;19904;Gastos de misiones especiales en el exterior;1;1;35757150;0
2023;19903;Gastos de oficinas en el exterior;2;2;532136;0
2023;10703;Gastos de representación institucional;5;4;1877779;0
2023;20401;Herramientas e instrumentos;8012;625;797528480;0.09
2023;10303;Impresión, encuadernación y otros;910;235;376826754;0.04
2023;10301;Información;674;293;1509625103;0.18
2023;50207;Instalaciones;696;153;21461063846;2.55
2023;19902;Intereses moratorios y multas;1;0;0;0
2023;20303;Madera y sus derivados;864;188;386280996;0.05
2023;10801;Mantenimiento de edificios, locales y terrenos;2575;736;15420896686;1.83
2023;10803;Mantenimiento de instalaciones y otras obras;899;251;6018802846;0.72
2023;10802;Mantenimiento de vías de comunicación;132;62;30247412896;3.6
2023;10808;Mantenimiento y reparación de equipo de cómputo y sistemas de información;948;486;8612685871;1.02
2023;10806;Mantenimiento y reparación de equipo de comunicación;258;122;9925226491;1.18
2023;10805;Mantenimiento y reparación de equipo de transporte;4697;1464;2822954965;0.34
2023;10807;Mantenimiento y reparación de equipo y mobiliario de oficina;1054;264;1563223874;0.19
2023;10804;Mantenimiento y reparación de maquinaria y equipo de producción;1365;557;1975605285;0.24
2023;10899;Mantenimiento y reparación de otros equipos;5695;940;4739185275;0.56
2023;50199;Maquinaria, equipo y mobiliario diverso;3864;1009;9567195418;1.14
2023;50101;Maquinaria y equipo para la producción;1613;366;10222793320;1.22
2023;20501;Materia prima;189;31;3577321790;0.43
2023;20306;Materiales y productos de plástico;5327;357;727185806;0.09
2023;20305;Materiales y productos de vidrio;115;27;126485000;0.02
2023;20304;Materiales y productos eléctricos, telefónicos y de cómputo;8078;622;8486094644;1.01
2023;20301;Materiales y productos metálicos;8752;676;2968268859;0.35
2023;20302;Materiales y productos minerales y asfálticos;3479;535;5841837041;0.69
2023;10603;Obligaciones por contratos de seguros;1804;87;1447601502;0.17
2023;50204;Obras marítimas y fluviales;11;3;1101379040;0.13
2023;50206;Obras urbanísticas;6;4;841916656;0.1
2023;50299;Otras construcciones, adiciones y mejoras;1475;427;28386630267;3.38
2023;50399;Otras obras preexistentes;3;1;68005000;0.01
2023;10199;Otros alquileres;216;92;44820662869;5.33
2023;59999;Otros bienes duraderos;114;37;591153069;0.07
2023;20599;Otros bienes para la producción y comercialización;183;35;781998070;0.09
2023;10999;Otros impuestos;1;1;0;0
2023;20399;Otros materiales y productos de uso en la construcción y mantenimiento;3373;409;1338347756;0.16
2023;20199;Otros productos químicos y conexos;5796;602;1522922280;0.18
2023;10299;Otros servicios básicos;200;81;748186507;0.09
2023;10499;Otros servicios de gestión y apoyo;3094;1309;20710417842;2.46
2023;19999;Otros servicios no especificados;551;206;1668779168;0.2
2023;29999;Otros útiles, materiales y suministros diversos;5278;772;1905932547;0.23
2023;59902;Piezas y obras de colección;15;10;142468731;0.02
2023;20202;Productos agroforestales;398;46;299797850;0.04
2023;29903;Productos de papel, cartón e impresos;4119;677;4952430711;0.59
2023;20102;Productos farmacéuticos y medicinales;3044;693;12376951038;1.47
2023;20201;Productos pecuarios y otras especies;40;10;7926930;0
2023;20502;Productos terminados;2;2;402446300;0.05
2023;20103;Productos veterinarios;209;13;19286837;0
2023;10302;Publicidad y propaganda;1736;533;6267661584;0.75
2023;10602;Reaseguros;2;1;1172833;0
2023;20402;Repuestos y accesorios;18631;2014;8678094023;1.03
2023;10601;Seguros;237;52;952191954;0.11
2023;59901;Semovientes;41;7;271025075;0.03
2023;10201;Servicio de agua y alcantarillado;2;2;20980386;0
2023;10203;Servicio de correo;38;22;188259163;0.02
2023;10202;Servicio de energía eléctrica;2;0;0;0
2023;10204;Servicio de telecomunicaciones;493;146;285944119;0.03
2023;10305;Servicios aduaneros;25;13;4566402;0
2023;10405;Servicios de desarrollo de sistemas informáticos //(2019) Servicios informáticos;325;162;5208115233;0.62
2023;10403;Servicios de ingeniería y arquitectura;1754;508;17226496204;2.05
2023;19901;Servicios de regulación;1;1;7916684;0
2023;10307;Servicios de transferencia electrónica de información //(2019)Servicios de tecnologías de información;705;281;8061597620;0.96
2023;10404;Servicios en ciencias económicas y sociales;769;380;8205105830;0.98
2023;10406;Servicios generales;2439;678;24781415704;2.95
2023;10402;Servicios jurídicos;239;120;388462233;0.05
2023;10401;Servicios médicos y de laboratorio //(2019) Servicios en ciencias de la salud;570;212;48213697574;5.74
2023;50301;Terrenos;36;17;1684499896;0.2
2023;29904;Textiles y vestuario;5683;718;1963812936;0.23
2023;20104;Tintas, pinturas y diluyentes;4580;535;1048474686;0.12
2023;10304;Transporte de bienes;227;78;1202467231;0.14
2023;10501;Transporte dentro del país;1273;353;382767799;0.05
2023;10503;Transporte en el exterior;920;692;876766991;0.1
2023;29907;Útiles y materiales de cocina y comedor;1559;124;110488597;0.01
2023;29905;Útiles y materiales de limpieza;4678;540;747434790;0.09
2023;29901;Útiles y materiales de oficina y cómputo;6295;440;457015012;0.05
2023;29906;Útiles y materiales de resguardo y seguridad;3655;478;1350794148;0.16
2023;29902;Útiles y materiales médico, hospitalario y de investigación;14979;1405;16765280938;1.99
2023;50202;Vías de comunicación terrestre;2244;446;218521000000;26
2023;50203;Vías férreas;26;4;251258878;0.03
2023;10502;Viáticos dentro del país;63;18;104726872;0.01
2023;10504;Viáticos en el exterior;23;22;27478031;0
2024;10701;Actividades de capacitación;6056;3170;7017577645;0.45
2024;10702;Actividades protocolarias y sociales;2446;742;3650093252;0.23
2024;50205;Aeropuertos;3;3;21947719520;1.4
2024;20204;Alimentos para animales;240;47;176821068;0.01
2024;20203;Alimentos y bebidas;4260;322;624069511;0.04
2024;10101;Alquiler de edificios, locales y terrenos;387;167;4896927682;0.31
2024;10103;Alquiler de equipo de cómputo;325;93;3349640667;0.21
2024;10104;Alquiler de equipo y derechos para telecomunicaciones;47;27;783227070;0.05
2024;10102;Alquiler de maquinaria, equipo y mobiliario;1888;619;6965328560;0.44
2024;59903;Bienes intangibles;3028;976;35202251580;2.24
2024;20101;Combustibles y lubricantes;1835;462;1689918513;0.11
2024;10306;Comisiones y gastos por servicios financieros y comerciales;118;70;249718298;0.02
2024;19905;Deducibles;30;17;344391;0
2024;50201;Edificios;500;232;2,99E+11;19.01
2024;50302;Edificios preexistentes;4;4;3807877207;0.24
2024;20503;Energía eléctrica;1;1;5227927;0
2024;50103;Equipo de comunicación;1881;529;7101689909;0.45
2024;50102;Equipo de transporte;594;252;37769306110;2.4
2024;50106;Equipo sanitario, de laboratorio e investigación;3080;607;21654763926;1.38
2024;50104;Equipo y mobiliario de oficina;2426;646;3730855153;0.24
2024;50107;Equipo y mobiliario educacional, deportivo y recreativo;7310;318;7409783696;0.47
2024;50105;Equipo y programas de cómputo //(2019) Equipo de cómputo;3694;898;23595041424;1.5
2024;19904;Gastos de misiones especiales en el exterior;2;2;613659;0
2024;10703;Gastos de representación institucional;3;3;178000;0
2024;20401;Herramientas e instrumentos;7593;754;1529371524;0.1
2024;10303;Impresión, encuadernación y otros;1209;233;438274975;0.03
2024;10901;Impuestos sobre ingresos y utilidades;2;2;360000;0
2024;10301;Información;1043;327;2143235447;0.14
2024;50207;Instalaciones;5091;159;55289150170;3.52
2024;20303;Madera y sus derivados;876;172;367407889;0.02
2024;10801;Mantenimiento de edificios, locales y terrenos;3157;775;13546783984;0.86
2024;10803;Mantenimiento de instalaciones y otras obras;1610;253;10362878028;0.66
2024;10802;Mantenimiento de vías de comunicación;144;37;12584201769;0.8
2024;10808;Mantenimiento y reparación de equipo de cómputo y sistemas de información;1544;453;6866555781;0.44
2024;10806;Mantenimiento y reparación de equipo de comunicación;254;120;8032943757;0.51
2024;10805;Mantenimiento y reparación de equipo de transporte;5229;1798;3423960140;0.22
2024;10807;Mantenimiento y reparación de equipo y mobiliario de oficina;1340;288;2032382218;0.13
2024;10804;Mantenimiento y reparación de maquinaria y equipo de producción;1872;647;17718588589;1.13
2024;10899;Mantenimiento y reparación de otros equipos;6920;1065;4350732849;0.28
2024;50199;Maquinaria, equipo y mobiliario diverso;4794;1221;15541228972;0.99
2024;50101;Maquinaria y equipo para la producción;1957;460;1,39E+11;8.82
2024;20501;Materia prima;599;33;6190298269;0.39
2024;20306;Materiales y productos de plástico;5638;412;792221291;0.05
2024;20305;Materiales y productos de vidrio;74;37;69419814;0
2024;20304;Materiales y productos eléctricos, telefónicos y de cómputo;8098;695;5759390806;0.37
2024;20301;Materiales y productos metálicos;10466;723;3712855696;0.24
2024;20302;Materiales y productos minerales y asfálticos;2499;473;3249501788;0.21
2024;10603;Obligaciones por contratos de seguros;2185;85;2120956392;0.13
2024;50204;Obras marítimas y fluviales;35;31;17187616995;1.09
2024;50206;Obras urbanísticas;8;3;32626727;0
2024;50299;Otras construcciones, adiciones y mejoras;1582;468;27918332303;1.78
2024;50399;Otras obras preexistentes;18;6;49467315;0
2024;10199;Otros alquileres;216;97;1532029402;0.1
2024;59999;Otros bienes duraderos;97;33;701883809;0.04
2024;20599;Otros bienes para la producción y comercialización;616;46;25984230996;1.65
2024;10999;Otros impuestos;1;1;562600;0
2024;20399;Otros materiales y productos de uso en la construcción y mantenimiento;4674;390;811608344;0.05
2024;20199;Otros productos químicos y conexos;5752;639;2857396572;0.18
2024;10299;Otros servicios básicos;284;73;490161331;0.03
2024;10499;Otros servicios de gestión y apoyo;5108;1394;14250632533;0.91
2024;19999;Otros servicios no especificados;1135;276;4915617721;0.31
2024;29999;Otros útiles, materiales y suministros diversos;5940;790;1872071420;0.12
2024;59902;Piezas y obras de colección;32;8;139733102;0.01
2024;20202;Productos agroforestales;561;52;223539003;0.01
2024;29903;Productos de papel, cartón e impresos;5489;721;30609161856;1.95
2024;20102;Productos farmacéuticos y medicinales;3065;596;6294141400;0.4
2024;20201;Productos pecuarios y otras especies;57;18;46887291;0
2024;20103;Productos veterinarios;403;16;50550823;0
2024;10302;Publicidad y propaganda;1801;563;7278875120;0.46
2024;20402;Repuestos y accesorios;22173;2264;14756514922;0.94
2024;10601;Seguros;294;77;1003226689;0.06
2024;59901;Semovientes;46;15;368905847;0.02
2024;10201;Servicio de agua y alcantarillado;123;2;3942234;0
2024;10203;Servicio de correo;89;19;154185710;0.01
2024;10202;Servicio de energía eléctrica;4;3;123242851;0.01
2024;10204;Servicio de telecomunicaciones;618;113;1193057926;0.08
2024;10305;Servicios aduaneros;22;12;15607688;0
2024;10405;Servicios de desarrollo de sistemas informáticos //(2019) Servicios informáticos;428;165;2147165780;0.14
2024;10403;Servicios de ingeniería y arquitectura;1679;483;10467484084;0.67
2024;19901;Servicios de regulación;1;0;0;0
2024;10307;Servicios de transferencia electrónica de información //(2019)Servicios de tecnologías de información;881;353;5049735155;0.32
2024;10404;Servicios en ciencias económicas y sociales;940;450;5624265125;0.36
2024;10406;Servicios generales;3377;787;28437573771;1.81
2024;10402;Servicios jurídicos;223;129;416516534;0.03
2024;10401;Servicios médicos y de laboratorio //(2019) Servicios en ciencias de la salud;687;178;4,77E+11;30.36
2024;50301;Terrenos;26;17;4759005773;0.3
2024;29904;Textiles y vestuario;5809;791;2675733273;0.17
2024;20104;Tintas, pinturas y diluyentes;5093;580;815269269;0.05
2024;10304;Transporte de bienes;526;102;417980779;0.03
2024;10501;Transporte dentro del país;1411;424;746557277;0.05
2024;10503;Transporte en el exterior;1274;868;1012124326;0.06
2024;29907;Útiles y materiales de cocina y comedor;1388;111;93391263;0.01
2024;29905;Útiles y materiales de limpieza;5250;548;1270861429;0.08
2024;29901;Útiles y materiales de oficina y cómputo;9364;523;629729264;0.04
2024;29906;Útiles y materiales de resguardo y seguridad;4545;541;2230344603;0.14
2024;29902;Útiles y materiales médico, hospitalario y de investigación;17812;1309;9943691734;0.63
2024;50202;Vías de comunicación terrestre;2540;423;51836923460;3.3
2024;10502;Viáticos dentro del país;77;13;42167471;0
2024;10504;Viáticos en el exterior;7;5;13686145;0
2025;10701;Actividades de capacitación;5931;3042;6763200675;0.87
2025;10702;Actividades protocolarias y sociales;1621;445;5869255886;0.75
2025;50205;Aeropuertos;8;0;0;0
2025;20204;Alimentos para animales;186;35;120243489;0.02
2025;20203;Alimentos y bebidas;3311;198;617918703;0.08
2025;10101;Alquiler de edificios, locales y terrenos;269;117;15288089935;1.96
2025;10103;Alquiler de equipo de cómputo;274;62;2902937778;0.37
2025;10104;Alquiler de equipo y derechos para telecomunicaciones;73;24;3272508847;0.42
2025;10102;Alquiler de maquinaria, equipo y mobiliario;1573;478;7596683949;0.97
2025;59903;Bienes intangibles;1968;648;39510090185;5.07
2025;20101;Combustibles y lubricantes;1151;332;769126626;0.1
2025;10306;Comisiones y gastos por servicios financieros y comerciales;98;68;40189473;0.01
2025;19905;Deducibles;3;3;506728;0
2025;50201;Edificios;379;167;43775652048;5.61
2025;50302;Edificios preexistentes;11;3;1281962817;0.16
2025;20503;Energía eléctrica;1;1;0;0
2025;50103;Equipo de comunicación;1799;349;5557616232;0.71
2025;50102;Equipo de transporte;478;182;30662682098;3.93
2025;50106;Equipo sanitario, de laboratorio e investigación;2349;516;19985465390;2.56
2025;50104;Equipo y mobiliario de oficina;1903;381;2407317556;0.31
2025;50107;Equipo y mobiliario educacional, deportivo y recreativo;9662;364;10012925205;1.28
2025;50105;Equipo y programas de cómputo //(2019) Equipo de cómputo;2171;536;16778779427;2.15
2025;10703;Gastos de representación institucional;9;4;1743875;0
2025;20401;Herramientas e instrumentos;5079;412;1020077667;0.13
2025;10303;Impresión, encuadernación y otros;687;147;1533337487;0.2
2025;10301;Información;744;187;1093604376;0.14
2025;50207;Instalaciones;325;102;24838863857;3.18
2025;19902;Intereses moratorios y multas;2;1;0;0
2025;20303;Madera y sus derivados;658;101;169539079;0.02
2025;10801;Mantenimiento de edificios, locales y terrenos;2177;542;16416673173;2.1
2025;10803;Mantenimiento de instalaciones y otras obras;674;168;15165924632;1.94
2025;10802;Mantenimiento de vías de comunicación;94;42;2198639221;0.28
2025;10808;Mantenimiento y reparación de equipo de cómputo y sistemas de información;819;367;8329947631;1.07
2025;10806;Mantenimiento y reparación de equipo de comunicación;226;77;1207616334;0.15
2025;10805;Mantenimiento y reparación de equipo de transporte;4766;1327;2965988887;0.38
2025;10807;Mantenimiento y reparación de equipo y mobiliario de oficina;1536;194;2069964866;0.27
2025;10804;Mantenimiento y reparación de maquinaria y equipo de producción;1300;439;4113871877;0.53
2025;10899;Mantenimiento y reparación de otros equipos;4072;810;4113061775;0.53
2025;50199;Maquinaria, equipo y mobiliario diverso;3525;790;14900137828;1.91
2025;50101;Maquinaria y equipo para la producción;1413;320;18180902596;2.33
2025;20501;Materia prima;273;34;673863403;0.09
2025;20306;Materiales y productos de plástico;3530;226;357461665;0.05
2025;20305;Materiales y productos de vidrio;50;18;15050853;0
2025;20304;Materiales y productos eléctricos, telefónicos y de cómputo;5014;469;10968954362;1.41
2025;20301;Materiales y productos metálicos;5928;413;10613845798;1.36
2025;20302;Materiales y productos minerales y asfálticos;2164;306;2025019426;0.26
2025;10603;Obligaciones por contratos de seguros;1817;62;1347653604;0.17
2025;50204;Obras marítimas y fluviales;17;12;12869248861;1.65
2025;50206;Obras urbanísticas;7;6;40328794;0.01
2025;50299;Otras construcciones, adiciones y mejoras;975;251;30992463607;3.97
2025;50399;Otras obras preexistentes;10;1;685463349;0.09
2025;10199;Otros alquileres;187;64;651248682;0.08
2025;59999;Otros bienes duraderos;100;22;249876709;0.03
2025;20599;Otros bienes para la producción y comercialización;163;32;580895675;0.07
2025;10999;Otros impuestos;11;0;0;0
2025;20399;Otros materiales y productos de uso en la construcción y mantenimiento;2165;235;612618940;0.08
2025;20199;Otros productos químicos y conexos;3934;419;1985708426;0.25
2025;10299;Otros servicios básicos;280;67;611083931;0.08
2025;10499;Otros servicios de gestión y apoyo;3337;1179;14394762230;1.85
2025;19999;Otros servicios no especificados;530;140;2195097240;0.28
2025;29999;Otros útiles, materiales y suministros diversos;3526;481;2966693550;0.38
2025;59902;Piezas y obras de colección;40;12;100437456;0.01
2025;20202;Productos agroforestales;540;18;63075467;0.01
2025;29903;Productos de papel, cartón e impresos;3914;468;2822172371;0.36
2025;20102;Productos farmacéuticos y medicinales;1832;385;3405341425;0.44
2025;20201;Productos pecuarios y otras especies;17;9;66175932;0.01
2025;20103;Productos veterinarios;326;12;22815579;0
2025;10302;Publicidad y propaganda;1326;365;6298126736;0.81
2025;20402;Repuestos y accesorios;14058;1689;14235371415;1.82
2025;10601;Seguros;88;36;1044107762;0.13
2025;59901;Semovientes;43;9;288013700;0.04
2025;10201;Servicio de agua y alcantarillado;2;5;0;0
2025;10203;Servicio de correo;451;18;205630104;0.03
2025;10204;Servicio de telecomunicaciones;282;92;2587303647;0.33
2025;10305;Servicios aduaneros;23;5;588576;0
2025;10405;Servicios de desarrollo de sistemas informáticos //(2019) Servicios informáticos;262;124;3361021419;0.43
2025;10403;Servicios de ingeniería y arquitectura;1682;330;14669790362;1.88
2025;19901;Servicios de regulación;6;4;48236500;0.01
2025;10307;Servicios de transferencia electrónica de información //(2019)Servicios de tecnologías de información;668;234;5065841606;0.65
2025;10404;Servicios en ciencias económicas y sociales;819;323;8829518280;1.13
2025;10406;Servicios generales;2798;490;19161960532;2.46
2025;10402;Servicios jurídicos;213;92;329102557;0.04
2025;10401;Servicios médicos y de laboratorio //(2019) Servicios en ciencias de la salud;1195;138;66064039211;8.47
2025;50301;Terrenos;20;10;1541436309;0.2
2025;29904;Textiles y vestuario;4085;523;1318914016;0.17
2025;20104;Tintas, pinturas y diluyentes;2595;320;336786831;0.04
2025;10304;Transporte de bienes;326;101;295235393;0.04
2025;10501;Transporte dentro del país;1072;355;1287250474;0.17
2025;10503;Transporte en el exterior;1077;723;923202139;0.12
2025;29907;Útiles y materiales de cocina y comedor;642;56;62476991;0.01
2025;29905;Útiles y materiales de limpieza;5773;443;917919165;0.12
2025;29901;Útiles y materiales de oficina y cómputo;6663;359;449641982;0.06
2025;29906;Útiles y materiales de resguardo y seguridad;2547;368;1305885030;0.17
2025;29902;Útiles y materiales médico, hospitalario y de investigación;13648;852;5140472928;0.66
2025;50202;Vías de comunicación terrestre;1978;236;190532000000;24.43
2025;50203;Vías férreas;17;5;889241277;0.11
2025;10502;Viáticos dentro del país;60;11;2716471;0
2025;10504;Viáticos en el exterior;7;5;7097162;0
